x,y
0.0,0.0
0.01001001,0.010009843
0.02002002,0.020018682
0.030030029,0.030025516
0.04004004,0.04002934
0.05005005,0.050029155
0.060060058,0.060023956
0.070070066,0.07001274
0.08008008,0.079994515
0.09009009,0.08996827
0.1001001,0.09993301
0.110110104,0.10988774
0.120120116,0.11983146
0.13013013,0.12976317
0.14014013,0.13968188
0.15015015,0.14958659
0.16016015,0.15947631
0.17017016,0.16935006
0.18018018,0.17920683
0.19019018,0.18904565
0.2002002,0.19886553
0.2102102,0.20866548
0.22022021,0.21844453
0.23023023,0.22820169
0.24024023,0.23793596
0.25025025,0.24764642
0.26026025,0.25733206
0.27027026,0.26699188
0.28028026,0.27662498
0.29029027,0.28623036
0.3003003,0.2958071
0.3103103,0.30535415
0.3203203,0.3148706
0.3303303,0.3243555
0.34034032,0.33380792
0.35035035,0.3432269
0.36036035,0.35261145
0.37037036,0.3619607
0.38038036,0.37127367
0.39039037,0.38054943
0.4004004,0.3897871
0.4104104,0.39898568
0.4204204,0.4081443
0.4304304,0.417262
0.44044042,0.4263379
0.45045042,0.43537107
0.46046045,0.44436064
0.47047046,0.4533057
0.48048046,0.4622053
0.49049047,0.47105858
0.5005005,0.47986472
0.5105105,0.48862273
0.5205205,0.49733177
0.5305305,0.505991
0.5405405,0.5145995
0.5505505,0.52315646
0.5605605,0.53166103
0.5705705,0.5401123
0.58058053,0.5485094
0.5905906,0.5568517
0.6006006,0.56513804
0.6106106,0.57336783
0.6206206,0.58154017
0.6306306,0.5896542
0.6406406,0.5977092
0.6506506,0.60570425
0.6606606,0.6136386
0.6706706,0.6215115
0.68068063,0.6293221
0.69069064,0.6370697
0.7007007,0.64475346
0.7107107,0.6523726
0.7207207,0.65992635
0.7307307,0.66741395
0.7407407,0.6748347
0.7507507,0.68218786
0.7607607,0.6894727
0.7707707,0.69668835
0.78078073,0.70383424
0.79079074,0.7109096
0.8008008,0.7179138
0.8108108,0.724846
0.8208208,0.73170555
0.8308308,0.73849183
0.8408408,0.7452041
0.8508508,0.75184166
0.8608608,0.7584039
0.8708708,0.7648902
0.88088083,0.7712998
0.89089084,0.7776321
