x,y
0.02002002,0.06462759
0.24024023,0.3162034
0.25025025,0.10777785
0.47047046,0.41651702
0.48048046,0.20802945
0.5105105,0.531639
0.5305305,0.31957293
0.5705705,0.44444516
0.6306306,0.7691882
0.6606606,0.5587847
0.7007007,0.6989682
0.7107107,0.6913199
0.79079074,0.49296916
0.9609609,0.73196375
0.98098093,0.6576203
0.99099094,0.83794653
1.011011,0.9853278
1.051051,0.78996694
1.071071,0.9089074
1.081081,1.0776501
1.1811812,0.9393066
1.2212212,0.857846
1.2512512,1.0652714
1.2912912,0.803868
1.3713713,0.94677746
1.4414414,1.0972198
1.4714714,1.0627743
1.5915915,1.015858
1.6816816,1.0071993
1.7717717,1.0409136
1.8618618,0.9651143
1.9519519,1.1511022
1.9619619,0.95587504
1.9719719,0.95530564
2.042042,0.22739705
2.062062,-0.25007614
2.092092,-0.65635395
2.152152,-0.55225396
2.152152,-0.86693895
2.232232,0.8914863
2.3023021,1.1079041
2.4124124,-0.58359253
2.4424424,-0.7911757
2.4524524,-0.6409149
2.4624624,-0.82220376
2.4724724,-0.65119225
2.5325325,0.58935785
2.5625625,1.1694953
2.6126125,1.0583022
2.6126125,1.1388546
2.6226225,0.9386092
2.7327325,-0.74839485
2.7827828,-0.3895994
2.8228228,0.12134888
2.8728728,1.0278449
2.8828828,0.91350645
2.8828828,1.0937976
2.9029028,1.3589357
2.9929929,0.008305401
3.013013,-0.32341403
3.023023,-0.5824668
3.033033,-0.6854705
3.033033,-0.57079726
3.043043,-0.77242136
3.093093,-0.5932597
3.103103,-0.47820997
3.183183,0.96396315
3.2832832,0.5339901
3.3233232,-0.13928702
3.3733733,-0.75451344
3.5835834,0.61503065
3.6236234,-0.027136937
3.6636636,-0.6524692
3.6636636,-0.7857795
3.6836836,-0.7162985
3.7937937,0.5350241
3.8338337,1.1452227
3.8938937,0.7470445
3.9039037,0.5558743
3.9539537,-0.13812812
3.9739738,-0.52787006
4.174174,0.08246809
4.224224,-0.093427345
4.234234,-0.10529661
4.284284,-0.7351987
4.3943944,-1.6666086
4.444444,-1.8992848
4.524524,-2.0361428
4.5345345,-1.9416528
4.5545545,-1.7249889
4.6546545,-1.0328405
4.724725,-0.2132627
4.7547545,-0.042214617
4.804805,0.25054443
4.864865,-0.12754562
4.884885,-0.076485425
4.904905,-0.17072485
4.944945,-0.5612003
4.944945,-0.7306884
4.984985,-0.9491191
4.984985,-0.76975656
5.015015,-1.0292158
5.0450454,-1.5698427
5.055055,-1.6357979
5.115115,-1.7203133
5.175175,-1.9320426
5.275275,-1.2599387
5.3253255,-1.0063276
5.3353357,-0.87575436
5.3453455,-0.65037954
5.3553557,-0.60651135
5.415416,0.020722419
5.4254255,0.06348264
5.4254255,-0.13467109
5.5055056,0.068935394
5.5255256,-0.066522546
5.5855856,-0.44511646
5.635636,-0.82589245
5.675676,-1.3045119
5.715716,-1.3698832
5.7257257,-1.4145964
5.735736,-1.6532065
5.755756,-1.5424169
5.795796,-1.9763752
5.835836,-1.876988
5.885886,-1.772335
5.945946,-1.3535243
5.965966,-0.8910374
5.985986,-0.92095155
6.0060062,-0.895922
6.036036,-0.93018365
6.096096,-0.97421795
6.1561565,-1.2692767
6.2362366,-1.5418693
6.2562566,-1.4662622
6.2562566,-1.5527767
6.3563566,-2.0209653
6.3763766,-1.977662
6.4064064,-2.3813856
6.4164166,-2.3633716
6.6966968,-2.7853236
6.6966968,-2.8663929
6.6966968,-2.7858186
6.726727,-2.9089112
6.736737,-2.7731788
6.756757,-2.8680353
6.766767,-2.809859
6.826827,-2.5067613
6.826827,-2.6893768
6.936937,-2.0839322
6.966967,-2.1505811
6.976977,-1.9925042
6.996997,-1.9415532
6.996997,-2.005187
7.127127,-1.3276019
7.167167,-1.3873563
7.227227,-0.9064659
7.267267,-0.83829385
7.2772775,-0.96336263
7.4274273,-1.0097984
7.4374375,-0.87870336
7.447448,-0.99979097
7.467468,-1.0724032
7.547548,-1.0455883
7.727728,-1.8320831
7.747748,-2.0364857
7.807808,-2.4353704
7.8178177,-2.2565868
7.957958,-2.793773
7.977978,-2.8453171
8.058058,-2.9931061
8.188189,-3.0566497
8.188189,-2.8608522
8.238238,-2.7098534
8.248248,-2.7986789
8.308309,-2.6792064
8.398398,-2.8208663
8.408408,-2.5804727
8.478478,-2.5513496
8.728729,-2.1827495
8.768769,-2.1889095
8.858859,-1.8955845
8.858859,-1.8833631
8.938939,-1.6359147
8.998999,-1.7100875
9.019019,-1.552406
9.079079,-1.4428135
9.109109,-1.3942858
9.149149,-1.4307587
9.15916,-1.4148979
9.1992,-1.3928437
9.31932,-1.2670202
9.349349,-1.0286527
9.389389,-0.8955275
9.4094095,-1.0236946
9.5996,-0.9877849
9.78979,-0.8621268
9.83984,-1.0232388
9.86987,-1.067898
9.87988,-0.9010005
